Customer_Index,Churn_Probability,Risk_Level,MonthlyCharges,Customer_Value_Score,Retention_Priority,Top_Churn_Drivers,Top_Retention_Drivers,Recommended_Action
4155,0.0062927613,Low Risk,117.35,High Value,Low,"categorical__gender_Female, categorical__InternetService_Fiber optic, categorical__Partner_No","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__InternetService_Fiber optic, categorical__Partner_No."
5632,0.0062127165,Low Risk,20.3,Low Value,Low,"categorical__Partner_No, categorical__PaperlessBilling_No, numerical__TotalCharges","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__PaperlessBilling_No, numerical__TotalCharges."
4679,0.006201854,Low Risk,86.4,High Value,Low,"categorical__gender_Female, categorical__DeviceProtection_No, categorical__Partner_Yes","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__DeviceProtection_No, categorical__Partner_Yes."
5596,0.0061413106,Low Risk,26.5,Low Value,Low,"categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_No","categorical__Contract_Month-to-month, numerical__tenure, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_No."
949,0.0060357708,Low Risk,20.5,Low Value,Low,"categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__InternetService_DSL."
4602,0.00590929,Low Risk,26.1,Low Value,Low,"categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_Yes","categorical__Contract_Month-to-month, numerical__tenure, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_Yes."
6875,0.005866303,Low Risk,19.45,Low Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, numerical__MonthlyCharges","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, numerical__MonthlyCharges."
3651,0.005851677,Low Risk,19.55,Low Value,Low,"categorical__gender_Female, categorical__Partner_Yes, numerical__SeniorCitizen","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_Yes, numerical__SeniorCitizen."
5690,0.005832474,Low Risk,61.2,Medium Value,Low,"categorical__Partner_No, categorical__MultipleLines_No, categorical__OnlineBackup_No","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__MultipleLines_No, categorical__OnlineBackup_No."
5725,0.0057627074,Low Risk,24.65,Low Value,Low,"categorical__gender_Female, categorical__Partner_Yes, categorical__MultipleLines_No","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_Yes, categorical__MultipleLines_No."
1830,0.0056938245,Low Risk,20.5,Low Value,Low,"categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL."
4605,0.0055722864,Low Risk,67.25,Medium Value,Low,"categorical__StreamingTV_No, categorical__DeviceProtection_No, categorical__StreamingMovies_Yes","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__StreamingTV_No, categorical__DeviceProtection_No, categorical__StreamingMovies_Yes."
2935,0.0055014864,Low Risk,86.1,High Value,Low,"categorical__Partner_Yes, categorical__StreamingTV_Yes, categorical__StreamingMovies_Yes","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_Yes, categorical__StreamingTV_Yes, categorical__StreamingMovies_Yes."
2693,0.0053858217,Low Risk,19.3,Low Value,Low,"categorical__Partner_No, categorical__PaperlessBilling_No, numerical__MonthlyCharges","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__PaperlessBilling_No, numerical__MonthlyCharges."
6065,0.0053448477,Low Risk,25.0,Low Value,Low,"categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL."
5492,0.0053020483,Low Risk,25.3,Low Value,Low,"categorical__gender_Female, categorical__Partner_Yes, categorical__PaperlessBilling_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_Yes, categorical__PaperlessBilling_Yes."
2507,0.0052913562,Low Risk,24.5,Low Value,Low,"categorical__PaymentMethod_Electronic check, categorical__Partner_Yes, categorical__PaperlessBilling_Yes","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaymentMethod_Electronic check, categorical__Partner_Yes, categorical__PaperlessBilling_Yes."
2930,0.0052022757,Low Risk,25.75,Low Value,Low,"categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__MultipleLines_No","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__MultipleLines_No."
2496,0.005149358,Low Risk,20.05,Low Value,Low,"categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL."
5442,0.005076989,Low Risk,25.0,Low Value,Low,"categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_Yes","categorical__Contract_Month-to-month, numerical__tenure, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_Yes."
652,0.0050586974,Low Risk,20.1,Low Value,Low,"categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__InternetService_DSL."
6083,0.004997597,Low Risk,24.4,Low Value,Low,"categorical__Partner_Yes, numerical__SeniorCitizen, categorical__InternetService_DSL","categorical__Contract_Month-to-month, numerical__tenure, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_Yes, numerical__SeniorCitizen, categorical__InternetService_DSL."
